Age,Gender,Height,Weight,Activity Level,Fitness Goal,Dietary Preference,Daily Calorie Target,Protein,Carbohydrates,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,BMI,BMR
42.0,Male,180.0,80.0,Very Active,Muscle Gain,Omnivore,2600,150,280,70,Greek yogurt with fruit and granola,Chicken and vegetable stir-fry with brown rice,Tuna salad with whole-wheat bread,Protein shake,24.691358024691358,1720.0
25.0,Male,180.0,85.0,Moderately Active,Weight Loss,Omnivore,2000,125,250,60,Greek yogurt with berries and granola,Chicken stir fry with brown rice and vegetables,Salmon with roasted vegetables and quinoa,Apple slices with almond butter,26.234567901234566,1855.0
32.0,Female,165.0,60.0,Lightly Active,Maintenance,Vegetarian,1800,90,225,50,Tofu scramble with whole-wheat toast and avocado,Lentil soup with whole-wheat bread and salad,Vegetable curry with brown rice,Trail mix with nuts and dried fruit,22.03856749311295,1310.25
58.0,Male,175.0,95.0,Sedentary,Weight Loss,Omnivore,1800,115,225,55,Oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread with salad,Chicken breast with steamed vegetables and brown rice,Greek yogurt with fruit,31.020408163265305,1758.75
28.0,Female,170.0,70.0,Very Active,Muscle Gain,Vegan,2500,150,300,80,Tofu scramble with whole-wheat toast and avocado,Lentil soup with whole-wheat bread and salad,Chickpea and vegetable curry with brown rice,Trail mix with nuts and seeds,24.221453287197235,1461.5
62.0,Female,160.0,75.0,Sedentary,Weight Loss,Vegan,1600,80,200,40,Overnight oats with fruit and chia seeds,Black bean burger on whole-wheat bun with salad,Lentil stew with whole-grain bread,Apple slices with almond butter,29.296874999999993,1279.0
40.0,Male,185.0,90.0,Moderately Active,Muscle Gain,Omnivore,2800,175,350,90,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and vegetables,Steak with roasted vegetables and sweet potato,Protein shake with fruit,26.296566837107374,1861.25
35.0,Female,168.0,55.0,Lightly Active,Maintenance,Omnivore,1900,100,230,60,Yogurt with fruit and granola,Turkey sandwich on whole-wheat bread with salad,Salmon with roasted vegetables and quinoa,Apple slices with almond butter,19.48696145124717,1264.0
22.0,Male,190.0,100.0,Very Active,Weight Loss,Vegetarian,2200,130,275,70,Oatmeal with fruit and nuts,Bean burrito with brown rice and salsa,Chickpea pasta with vegetable sauce,Trail mix with nuts and seeds,27.70083102493075,2082.5
65.0,Male,170.0,80.0,Sedentary,Maintenance,Omnivore,1700,95,210,50,Breakfast burrito with eggs and vegetables,Turkey sandwich on whole-wheat bread with salad,Chicken stir fry with brown rice and vegetables,Greek yogurt with fruit,27.68166089965398,1542.5
48.0,Female,163.0,65.0,Lightly Active,Weight Loss,Vegan,1500,75,185,40,Overnight oats with fruit and chia seeds,Vegetable stir fry with brown rice,Black bean soup with whole-grain bread,Trail mix with nuts and dried fruit,24.46460160337235,1267.75
25.0,Male,185.0,85.0,Moderately Active,Weight Loss,Omnivore,2200,150,250,60,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,24.835646457268076,1886.25
38.0,Female,165.0,65.0,Lightly Active,Muscle Gain,Vegetarian,2000,120,200,50,Tofu scramble with vegetables,Lentil soup with whole-grain bread,Chickpea and vegetable curry,Almonds,23.875114784205696,1330.25
62.0,Female,160.0,70.0,Sedentary,Maintenance,Vegan,1800,80,220,50,Tofu and vegetable stir-fry,Vegan chili with brown rice,Black bean burgers with sweet potato fries,Fruit and vegetable salad,27.343749999999996,1229.0
45.0,Male,190.0,95.0,Very Active,Muscle Gain,Omnivore,3000,200,350,80,Scrambled eggs with whole-wheat toast,Chicken breast with brown rice and broccoli,Beef stir-fry with brown rice,Protein shake,26.315789473684212,1917.5
28.0,Female,170.0,58.0,Moderately Active,Weight Loss,Omnivore,1800,100,200,50,Yogurt with granola and fruit,Tuna salad sandwich on whole-grain bread,Chicken stir-fry with brown rice,Apple with almond butter,20.06920415224914,1341.5
55.0,Male,175.0,80.0,Sedentary,Weight Loss,Omnivore,1800,110,220,50,Oatmeal with fruit and nuts,Turkey breast sandwich on whole-grain bread,Lentil soup with whole-grain bread,Trail mix,26.122448979591837,1623.75
22.0,Female,168.0,62.0,Lightly Active,Muscle Gain,Vegan,2000,100,250,50,Tofu scramble with vegetables,Chickpea pasta with marinara sauce,Vegan lentil stew,Fruit and vegetable salad,21.9671201814059,1399.0
30.0,Male,180.0,78.0,Moderately Active,Muscle Gain,Omnivore,2500,180,300,70,Greek yogurt with fruit and granola,Chicken breast with sweet potato and broccoli,Steak with roasted vegetables,Protein bar,24.074074074074073,1760.0
68.0,Male,170.0,75.0,Sedentary,Maintenance,Omnivore,1600,80,180,40,Eggs with whole-wheat toast,Chicken salad sandwich on whole-grain bread,Salmon with vegetables,Fruit and nuts,25.95155709342561,1477.5
35.0,Female,175.0,72.0,Very Active,Weight Loss,Vegetarian,2000,120,240,60,Tofu scramble with vegetables,Chickpea pasta salad with vegetables,Black bean burgers with sweet potato fries,Fruit and vegetable salad,23.510204081632654,1477.75
25.0,Female,165.0,55.0,Lightly Active,Weight Loss,Omnivore,1800,80,200,60,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Lentil soup with whole wheat bread,Greek yogurt with fruit,20.202020202020204,1295.25
32.0,Male,180.0,85.0,Moderately Active,Muscle Gain,Omnivore,2800,150,300,80,Scrambled eggs with whole wheat toast,Chicken breast with brown rice and vegetables,Salmon with sweet potato and broccoli,Protein shake,26.234567901234566,1820.0
55.0,Female,160.0,68.0,Sedentary,Weight Loss,Vegetarian,1500,70,150,40,Tofu scramble with whole wheat toast,Black bean burger on a whole wheat bun,Lentil stew with brown rice,Fruit salad with yogurt,26.562499999999996,1244.0
28.0,Male,190.0,95.0,Very Active,Muscle Gain,Vegan,3200,180,400,100,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Chickpea pasta with marinara sauce,Trail mix with dried fruit and nuts,26.315789473684212,2002.5
62.0,Male,175.0,80.0,Lightly Active,Maintenance,Omnivore,2200,100,250,60,Greek yogurt with fruit and granola,Tuna salad sandwich on whole wheat bread,Chicken stir-fry with brown rice,Mixed nuts and seeds,26.122448979591837,1588.75
21.0,Female,170.0,60.0,Moderately Active,Weight Loss,Vegan,1600,70,180,50,Tofu and vegetable stir-fry,Black bean and sweet potato burrito,Lentil soup with whole wheat bread,Fruit with nut butter,20.761245674740486,1396.5
48.0,Female,168.0,75.0,Sedentary,Maintenance,Vegetarian,1800,80,200,60,Tofu scramble with whole wheat toast,Vegetarian chili with brown rice,Lentil and vegetable curry with brown rice,Fruit with yogurt,26.573129251700685,1399.0
35.0,Male,185.0,100.0,Very Active,Muscle Gain,Omnivore,3000,160,350,90,Oatmeal with protein powder,Chicken breast with quinoa and vegetables,Beef stir-fry with brown rice,Protein shake,29.218407596785973,1986.25
40.0,Male,178.0,88.0,Moderately Active,Muscle Gain,Omnivore,2600,140,280,80,Scrambled eggs with whole wheat toast,Chicken and vegetable skewers,Salmon with roasted vegetables,Protein bar,27.77427092538821,1797.5
25.0,Male,180.0,85.0,Moderately Active,Weight Loss,Omnivore,2200,120,200,60,Oatmeal with berries and nuts,Grilled chicken salad with quinoa,Salmon with roasted vegetables,Apple with peanut butter,26.234567901234566,1855.0
32.0,Female,165.0,68.0,Lightly Active,Muscle Gain,Vegetarian,2000,100,250,60,Tofu scramble with vegetables,Lentil soup with whole-wheat bread,Chickpea curry with brown rice,Mixed nuts and dried fruit,24.977043158861342,1390.25
55.0,Male,175.0,95.0,Sedentary,Maintenance,Omnivore,2000,80,250,60,Greek yogurt with fruit and granola,Chicken stir-fry with brown rice,Tuna salad sandwich on whole-wheat bread,Banana,31.020408163265305,1773.75
28.0,Female,170.0,72.0,Very Active,Weight Loss,Vegan,1800,80,180,50,Tofu and vegetable breakfast burrito,Lentil and vegetable stew,Tofu stir-fry with brown rice,Fruit salad with nuts,24.913494809688583,1481.5
62.0,Female,160.0,65.0,Lightly Active,Weight Loss,Vegan,1600,60,150,40,Overnight oats with berries and chia seeds,Lentil and vegetable soup,Black bean burgers with sweet potato fries,Trail mix,25.390624999999996,1179.0
40.0,Male,185.0,90.0,Moderately Active,Muscle Gain,Omnivore,2500,150,300,80,Scrambled eggs with whole-wheat toast,Chicken breast with brown rice and vegetables,Steak with sweet potato and asparagus,Protein bar,26.296566837107374,1861.25
38.0,Female,172.0,78.0,Sedentary,Maintenance,Omnivore,1800,80,200,60,Smoothie with fruit and protein powder,Chicken and vegetable soup,Quinoa salad with grilled chicken,Greek yogurt with fruit,26.365603028664147,1504.0
22.0,Male,190.0,105.0,Very Active,Muscle Gain,Vegan,2800,130,350,90,Tofu scramble with vegetables and whole-wheat toast,Lentil pasta with vegan cheese,Tofu and vegetable stir-fry with brown rice,Rice cakes with peanut butter,29.085872576177287,2132.5
19.0,Female,168.0,55.0,Moderately Active,Weight Loss,Vegetarian,1800,70,180,50,Oatmeal with fruit and nuts,Quinoa salad with grilled tofu,Vegetable curry with brown rice,Hummus with vegetables,19.48696145124717,1344.0
45.0,Male,178.0,82.0,Lightly Active,Muscle Gain,Omnivore,2300,110,270,70,Greek yogurt with fruit and granola,Chicken breast with brown rice and vegetables,Salmon with roasted vegetables,Protein shake,25.88057063502083,1712.5
25.0,Female,165.0,58.0,Lightly Active,Weight Loss,Omnivore,1800,80,200,60,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Grilled chicken salad with quinoa,Apple with peanut butter,21.30394857667585,1325.25
32.0,Male,180.0,85.0,Moderately Active,Muscle Gain,Omnivore,2800,150,300,80,Scrambled eggs with whole wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Salmon with roasted vegetables,Protein shake,26.234567901234566,1820.0
58.0,Female,160.0,70.0,Sedentary,Weight Loss,Vegetarian,1500,70,150,40,Tofu scramble with whole wheat toast and fruit,Lentil stew with whole wheat bread,Vegetable curry with brown rice,Greek yogurt with fruit,27.343749999999996,1249.0
65.0,Male,175.0,90.0,Lightly Active,Maintenance,Vegan,2200,80,250,60,Tofu scramble with whole wheat toast and fruit,Lentil soup with whole wheat bread,Chickpea and vegetable curry with brown rice,Trail mix,29.387755102040817,1673.75
42.0,Female,170.0,65.0,Moderately Active,Weight Loss,Vegan,1900,70,220,50,Oatmeal with fruit and nuts,Vegetable stir-fry with brown rice,Lentil pasta with marinara sauce,Banana with almond butter,22.49134948096886,1341.5
38.0,Male,185.0,95.0,Very Active,Muscle Gain,Omnivore,3200,170,350,90,Greek yogurt with fruit and granola,Chicken breast with brown rice and steamed vegetables,Steak with baked potato and salad,Protein bar,27.757487216946675,1921.25
28.0,Female,162.0,55.0,Sedentary,Weight Loss,Vegetarian,1600,65,180,45,Scrambled eggs with whole wheat toast and fruit,Lentil soup with whole wheat bread,Vegetable lasagna with salad,Fruit salad with yogurt,20.957171162932475,1261.5
62.0,Male,170.0,80.0,Moderately Active,Maintenance,Vegan,2000,75,220,55,Tofu scramble with whole wheat toast and fruit,Lentil soup with whole wheat bread,Chickpea and vegetable curry with brown rice,Trail mix,27.68166089965398,1557.5
21.0,Female,158.0,48.0,Lightly Active,Weight Loss,Omnivore,1500,60,170,45,Oatmeal with berries and nuts,Chicken salad sandwich on whole wheat bread,Grilled chicken with roasted vegetables,Greek yogurt with fruit,19.227687870533565,1201.5
55.0,Male,178.0,88.0,Sedentary,Maintenance,Vegetarian,1900,70,200,55,Tofu scramble with whole wheat toast and fruit,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Trail mix,27.77427092538821,1722.5
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2000,120,180,50,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Lentil soup with whole-wheat bread,Apple with peanut butter,24.691358024691358,1805.0
32.0,Female,165.0,65.0,Sedentary,Maintenance,Vegetarian,1800,80,220,60,Tofu scramble with whole-wheat toast,Lentil and vegetable curry with brown rice,Vegetable stir-fry with brown rice,Trail mix ,23.875114784205696,1360.25
55.0,Female,160.0,75.0,Lightly Active,Weight Loss,Vegan,1600,70,150,40,Tofu and vegetable breakfast burrito,Lentil and vegetable stew with brown rice,Chickpea pasta with tomato sauce and vegetables,Fruit and nut mix,29.296874999999993,1314.0
40.0,Male,190.0,95.0,Very Active,Muscle Gain,Omnivore,3000,180,270,80,Greek yogurt with fruit and granola,Chicken breast with brown rice and roasted vegetables,Salmon with quinoa and steamed vegetables,Protein shake,26.315789473684212,1942.5
62.0,Male,175.0,85.0,Sedentary,Maintenance,Omnivore,2200,100,200,70,Eggs with whole-wheat toast,Tuna salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Banana with almond butter,27.755102040816325,1638.75
28.0,Female,170.0,55.0,Moderately Active,Muscle Gain,Vegetarian,2400,110,240,70,Tofu scramble with whole-wheat toast,Bean burrito with brown rice,Vegetable stir-fry with tofu and brown rice,Fruit and nut mix,19.031141868512112,1311.5
35.0,Male,185.0,110.0,Very Active,Weight Loss,Omnivore,2500,150,200,60,Oatmeal with protein powder and berries,Turkey sandwich on whole-wheat bread,Chicken breast with roasted vegetables and quinoa,Greek yogurt with fruit and nuts,32.14024835646457,2086.25
22.0,Female,160.0,50.0,Lightly Active,Muscle Gain,Vegan,2200,100,220,60,Tofu and vegetable breakfast burrito,Lentil and vegetable stew with brown rice,Chickpea pasta with tomato sauce and vegetables,Fruit and nut mix,19.531249999999996,1229.0
48.0,Male,180.0,90.0,Moderately Active,Weight Loss,Omnivore,2100,130,170,50,Greek yogurt with fruit and granola,Turkey sandwich on whole-wheat bread,Salmon with roasted vegetables and brown rice,Trail mix ,27.777777777777775,1790.0
58.0,Female,155.0,60.0,Sedentary,Maintenance,Vegan,1500,60,130,40,Tofu and vegetable scramble with whole-wheat toast,Lentil and vegetable soup with whole-wheat bread,Chickpea pasta with tomato sauce and vegetables,Fruit and nuts,24.97398543184183,1117.75
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2200,120,200,60,Greek yogurt with berries and granola,Grilled chicken salad with mixed greens and vegetables,Salmon with roasted vegetables and quinoa,Apple slices with peanut butter,24.691358024691358,1805.0
32.0,Female,165.0,65.0,Lightly Active,Weight Loss,Vegetarian,1800,80,180,50,Tofu scramble with spinach and avocado,Lentil soup with wholegrain bread,Chickpea pasta with vegetable sauce,Trail mix with nuts and seeds,23.875114784205696,1360.25
55.0,Male,175.0,95.0,Sedentary,Maintenance,Omnivore,2400,100,250,70,Oatmeal with fruit and nuts,Chicken stir-fry with brown rice,Roast beef with mashed potatoes and peas,Popcorn with a touch of olive oil,31.020408163265305,1773.75
28.0,Female,170.0,72.0,Very Active,Muscle Gain,Vegan,2600,130,280,70,Tofu and vegetable scramble with wholegrain toast,Lentil stew with brown rice,Black bean burgers on wholegrain buns,Smoothie with protein powder and fruit,24.913494809688583,1481.5
62.0,Female,160.0,60.0,Sedentary,Weight Loss,Vegan,1600,60,150,40,Oatmeal with berries and flax seeds,Lentil soup with wholegrain bread,Tofu stir-fry with brown rice,Almond milk with banana and chia seeds,23.437499999999996,1129.0
38.0,Male,190.0,105.0,Moderately Active,Muscle Gain,Omnivore,3000,160,300,90,Eggs with wholegrain toast and avocado,Chicken breast with brown rice and vegetables,Steak with sweet potato and green beans,Greek yogurt with fruit and nuts,29.085872576177287,2052.5
22.0,Female,168.0,58.0,Lightly Active,Maintenance,Vegetarian,1900,70,200,60,Breakfast burrito with beans and vegetables,Chickpea salad sandwich on wholegrain bread,Tofu stir-fry with brown rice,Hummus with wholegrain crackers,20.549886621315196,1359.0
40.0,Male,178.0,85.0,Very Active,Weight Loss,Vegan,2400,120,220,60,Tofu scramble with spinach and avocado,Lentil stew with brown rice,Black bean burgers on wholegrain buns,Popcorn with a touch of olive oil,26.82742078020452,1767.5
27.0,Female,172.0,68.0,Moderately Active,Weight Loss,Omnivore,1900,90,180,50,Greek yogurt with berries and granola,Grilled chicken salad with mixed greens and vegetables,Salmon with roasted vegetables and quinoa,Apple slices with peanut butter,22.985397512168742,1459.0
58.0,Male,182.0,100.0,Lightly Active,Maintenance,Vegan,2200,80,200,60,Oatmeal with berries and flax seeds,Lentil soup with wholegrain bread,Tofu stir-fry with brown rice,Almond milk with banana and chia seeds,30.189590629151066,1852.5
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,Greek yogurt with berries and granola,Chicken breast salad with mixed greens,Salmon with roasted vegetables,Apple with peanut butter,24.691358024691358,1805.0
32.0,Female,165.0,65.0,Sedentary,Maintenance,Vegetarian,1800,80,200,50,Tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetarian chili with brown rice,Trail mix,23.875114784205696,1360.25
58.0,Female,160.0,70.0,Lightly Active,Weight Loss,Vegan,1600,70,180,40,Oatmeal with fruit and nuts,Black bean burger on whole-wheat bun,Lentil stew with brown rice,Banana with almond butter,27.343749999999996,1249.0
40.0,Male,190.0,95.0,Very Active,Muscle Gain,Omnivore,3000,180,350,80,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and vegetables,Steak with sweet potato and green beans,Protein shake,26.315789473684212,1942.5
62.0,Male,175.0,85.0,Lightly Active,Weight Loss,Vegetarian,1800,80,200,50,Greek yogurt with fruit and granola,Black bean burger on whole-wheat bun,Vegetarian chili with brown rice,Apple with peanut butter,27.755102040816325,1638.75
38.0,Female,170.0,75.0,Moderately Active,Maintenance,Vegan,2000,80,220,60,Tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix,25.95155709342561,1461.5
28.0,Male,185.0,90.0,Very Active,Muscle Gain,Omnivore,3200,200,400,90,Oatmeal with protein powder and fruit,Chicken breast with brown rice and vegetables,Steak with sweet potato and green beans,Protein shake,26.296566837107374,1921.25
55.0,Female,155.0,60.0,Sedentary,Weight Loss,Vegan,1400,60,160,30,Oatmeal with fruit and nuts,Black bean burger on whole-wheat bun,Lentil stew with brown rice,Banana with almond butter,24.97398543184183,1132.75
70.0,Male,170.0,75.0,Lightly Active,Maintenance,Omnivore,1800,80,200,50,Scrambled eggs with whole-wheat toast and avocado,Tuna salad sandwich on whole-wheat bread,Chicken breast with vegetables,Yogurt with fruit,25.95155709342561,1467.5
22.0,Female,168.0,55.0,Moderately Active,Weight Loss,Vegetarian,1600,70,180,40,Greek yogurt with fruit and granola,Black bean burger on whole-wheat bun,Vegetarian chili with brown rice,Apple with peanut butter,19.48696145124717,1329.0
25.0,Female,165.0,55.0,Moderately Active,Weight Loss,Omnivore,1800,75,200,60,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,20.202020202020204,1295.25
32.0,Male,180.0,85.0,Lightly Active,Muscle Gain,Omnivore,2800,150,300,80,Scrambled eggs with whole-wheat toast,Chicken breast with brown rice and quinoa,Steak with sweet potato fries,Protein shake,26.234567901234566,1820.0
58.0,Female,160.0,68.0,Sedentary,Weight Loss,Vegetarian,1500,60,170,40,Tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil soup with whole-grain bread,Fruit salad with nuts,26.562499999999996,1229.0
40.0,Male,190.0,95.0,Very Active,Muscle Gain,Omnivore,3500,200,400,100,Protein pancakes with fruit,Chicken stir-fry with brown rice,Chicken breast with sweet potato and broccoli,Protein bar,26.315789473684212,1942.5
62.0,Female,155.0,50.0,Sedentary,Weight Loss,Vegan,1400,50,150,30,Tofu scramble with vegetables,Vegetable stir-fry with rice noodles,Lentil soup with whole-grain bread,Fruit salad with nuts,20.811654526534856,997.75
28.0,Male,175.0,70.0,Moderately Active,Maintenance,Omnivore,2500,100,250,70,Greek yogurt with fruit and granola,Chicken and vegetable wrap,Salmon with roasted vegetables,Trail mix,22.857142857142858,1658.75
65.0,Male,170.0,75.0,Lightly Active,Weight Loss,Omnivore,1700,70,180,50,Oatmeal with berries and nuts,Tuna salad sandwich on whole-wheat bread,Chicken breast with roasted vegetables,Yogurt parfait with granola,25.95155709342561,1492.5
35.0,Female,168.0,60.0,Very Active,Muscle Gain,Vegan,2500,100,300,70,Tofu scramble with vegetables,Chickpea pasta with vegetable sauce,Lentil stew with whole-grain bread,Trail mix,21.258503401360546,1314.0
48.0,Male,185.0,100.0,Moderately Active,Weight Loss,Omnivore,2200,90,220,60,Scrambled eggs with whole-wheat toast,Chicken breast with mixed greens salad,Salmon with roasted vegetables,Fruit and nut mix,29.218407596785973,1921.25
22.0,Female,170.0,58.0,Lightly Active,Maintenance,Vegetarian,2000,80,200,60,Yogurt with fruit and granola,Bean burrito with brown rice,Lentil soup with whole-grain bread,Fruit and nut mix,20.06920415224914,1371.5
25.0,Female,165.0,55.0,Moderately Active,Weight Loss,Omnivore,1800,100,200,60,Greek yogurt with berries and granola,Chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables and quinoa,Apple with peanut butter,20.202020202020204,1295.25
38.0,Male,180.0,85.0,Lightly Active,Muscle Gain,Omnivore,2800,160,300,80,Oatmeal with protein powder and banana,Chicken stir-fry with brown rice,Beef and vegetable skewers with sweet potato fries,Protein bar,26.234567901234566,1790.0
55.0,Female,160.0,65.0,Sedentary,Weight Loss,Vegetarian,1500,75,150,45,Tofu scramble with vegetables and whole wheat toast,Lentil soup with whole grain bread,Tofu stir-fry with brown rice,Fruit with nuts,25.390624999999996,1214.0
62.0,Male,175.0,90.0,Moderately Active,Maintenance,Vegan,2400,120,280,70,Tofu and vegetable scramble with avocado toast,Lentil and vegetable curry with brown rice,Vegan chili with whole grain bread,Mixed nuts and dried fruit,29.387755102040817,1688.75
28.0,Female,170.0,60.0,Very Active,Muscle Gain,Vegan,2500,140,300,70,Tofu and vegetable breakfast burrito,Lentil and chickpea salad with whole grain pita,Vegan pasta with vegetables and cashew cream sauce,Trail mix,20.761245674740486,1361.5
42.0,Male,185.0,95.0,Lightly Active,Muscle Gain,Omnivore,2600,150,280,80,Scrambled eggs with whole wheat toast and smoked salmon,Chicken breast with brown rice and roasted vegetables,Steak with sweet potato fries,Greek yogurt with fruit and granola,27.757487216946675,1901.25
58.0,Female,155.0,50.0,Sedentary,Weight Loss,Vegetarian,1400,70,140,40,Oatmeal with berries and nuts,Lentil and vegetable soup with whole grain bread,Quinoa salad with grilled vegetables,Fruit with cottage cheese,20.811654526534856,1017.75
33.0,Male,190.0,100.0,Moderately Active,Maintenance,Vegan,2600,130,300,70,Tofu and vegetable stir-fry with brown rice,Lentil and vegetable curry with brown rice and naan bread,Vegan pizza with vegetables and cashew cheese,Fruit and nuts,27.70083102493075,2027.5
21.0,Female,168.0,58.0,Very Active,Muscle Gain,Omnivore,2400,130,280,70,Greek yogurt with berries and granola,Chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables and brown rice,Protein bar,20.549886621315196,1364.0
68.0,Male,170.0,75.0,Lightly Active,Weight Loss,Omnivore,1800,90,180,50,Eggs with whole wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Fish with roasted vegetables and quinoa,Fruit with cottage cheese,25.95155709342561,1477.5
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,Greek yogurt with berries and granola,Chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables,Apple with almond butter,24.691358024691358,1805.0
38.0,Female,165.0,65.0,Lightly Active,Maintenance,Vegetarian,1800,80,200,50,Tofu scramble with vegetables and whole wheat toast,Lentil soup with whole wheat bread,Vegetarian chili with brown rice,Trail mix with nuts and dried fruit,23.875114784205696,1330.25
62.0,Male,175.0,90.0,Sedentary,Weight Loss,Omnivore,1800,100,200,50,Oatmeal with fruit and nuts,Tuna salad sandwich on whole wheat bread,Chicken stir-fry with brown rice,Mixed nuts and dried fruit,29.387755102040817,1688.75
45.0,Female,170.0,75.0,Very Active,Muscle Gain,Vegan,2500,140,300,80,Tofu scramble with vegetables and avocado toast,Chickpea pasta salad with roasted vegetables,Lentil and vegetable curry with brown rice,Banana with peanut butter,25.95155709342561,1426.5
58.0,Male,185.0,105.0,Moderately Active,Weight Loss,Omnivore,2000,110,220,60,Eggs with whole wheat toast and avocado,Turkey breast sandwich with mixed greens,Chicken and vegetable stir-fry,Greek yogurt with berries,30.67932797662527,1921.25
22.0,Female,160.0,50.0,Lightly Active,Weight Loss,Vegan,1600,70,180,40,Overnight oats with chia seeds and fruit,Black bean burger on whole wheat bun with salad,Lentil and vegetable stew with whole wheat bread,Apple slices with almond butter,19.531249999999996,1229.0
70.0,Female,155.0,55.0,Sedentary,Weight Loss,Vegetarian,1400,70,160,40,Fruit and yogurt parfait,Mixed greens salad with chickpeas and tahini dressing,Tofu and vegetable stir-fry with brown rice,Almonds with dried fruit,22.892819979188342,1007.75
30.0,Male,190.0,95.0,Very Active,Muscle Gain,Omnivore,3000,180,350,100,Pancakes with fruit and nuts,Chicken and rice bowl with vegetables,Steak with sweet potato and asparagus,Protein shake with fruit and greens,26.315789473684212,1992.5
42.0,Female,168.0,60.0,Moderately Active,Maintenance,Vegan,1800,80,200,50,Tofu scramble with vegetables and avocado toast,Lentil and vegetable soup with whole wheat bread,Tempeh stir-fry with brown rice,Fruit salad with nuts and seeds,21.258503401360546,1279.0
55.0,Male,178.0,85.0,Sedentary,Weight Loss,Omnivore,1800,100,200,50,Oatmeal with fruit and nuts,Tuna salad sandwich on whole wheat bread,Chicken breast with roasted vegetables,Dark chocolate with almonds,26.82742078020452,1692.5
25.0,Female,165.0,58.0,Moderately Active,Weight Loss,Omnivore,1800,100,200,60,Greek yogurt with berries and granola,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Fruit and nuts,21.30394857667585,1325.25
38.0,Male,180.0,85.0,Lightly Active,Maintenance,Vegetarian,2500,120,300,80,Tofu scramble with veggies,Lentil salad with quinoa and avocado,Black bean burger with sweet potato fries,Trail mix,26.234567901234566,1790.0
55.0,Female,160.0,70.0,Sedentary,Weight Loss,Vegan,1500,80,150,50,Tofu and vegetable stir-fry,Lentil soup with whole grain bread,Vegetable curry with brown rice,Fruit and nuts,27.343749999999996,1264.0
62.0,Male,175.0,95.0,Moderately Active,Maintenance,Omnivore,2800,140,350,100,Oatmeal with fruit and nuts,Chicken stir-fry with brown rice,Chicken breast with roasted vegetables,Yogurt with granola,31.020408163265305,1738.75
28.0,Female,170.0,65.0,Very Active,Muscle Gain,Vegetarian,2400,130,300,80,Tofu and vegetable scramble,Quinoa salad with chickpeas and avocado,Vegetarian chili with brown rice,Protein smoothie,22.49134948096886,1411.5
32.0,Male,185.0,90.0,Lightly Active,Weight Loss,Omnivore,2200,110,250,70,Eggs with whole wheat toast,Chicken salad with whole grain bread,Chicken breast with baked potato,Apple with peanut butter,26.296566837107374,1901.25
58.0,Female,155.0,62.0,Sedentary,Weight Loss,Vegan,1400,70,140,40,Tofu and vegetable stir-fry,Lentil soup with whole grain bread,Vegetable curry with brown rice,Fruit and nuts,25.806451612903224,1137.75
40.0,Male,190.0,110.0,Very Active,Muscle Gain,Omnivore,3200,160,400,120,Oatmeal with protein powder and fruit,Chicken breast with brown rice,Steak with sweet potato fries,Protein shake,30.470914127423825,2092.5
21.0,Female,168.0,55.0,Lightly Active,Maintenance,Vegan,2000,90,220,60,Tofu and vegetable scramble,Lentil soup with whole grain bread,Vegetable curry with brown rice,Fruit and nuts,19.48696145124717,1334.0
70.0,Male,170.0,75.0,Sedentary,Maintenance,Omnivore,2000,100,250,70,Greek yogurt with fruit and granola,Chicken salad with whole grain bread,Chicken breast with roasted vegetables,Trail mix,25.95155709342561,1467.5
25.0,Male,180.0,80.0,Moderately Active,Muscle Gain,Omnivore,2800,180,350,80,Greek yogurt with berries and granola,Chicken breast with brown rice and roasted vegetables,Salmon with quinoa and steamed broccoli,Protein shake,24.691358024691358,1805.0
